ident,type,name,iso_country,iata_code
DTTG,medium_airport,Gabès Matmata International Airport,TN,GAE
DTTI,small_airport,Borj El Amri Airport,TN,
DTTJ,large_airport,Djerba Zarzis International Airport,TN,DJE
DTTR,medium_airport,El Borma Airport,TN,EBM
DTTX,medium_airport,Sfax Thyna International Airport,TN,SFA
DTTZ,medium_airport,Tozeur Nefta International Airport,TN,TOE
DVD,small_airport,Andavadoaka Airport,MG,DVD
DWO,seaplane_base,Diyawanna Oya Seaplane Base,LK,DWO
DXAK,small_airport,Akpaka Airport,TG,
DXDP,small_airport,Djangou Airport,TG,
DXKP,small_airport,Kolokope Airport,TG,
DXMG,small_airport,Sansanné-Mango Airport,TG,
DXNG,large_airport,Niamtougou International Airport,TG,LRL
DXSK,small_airport,Sokodé Airport,TG,
DXXX,large_airport,Lomé–Tokoin International Airport,TG,LFW
DZ-0001,small_airport,Hamra Airport,DZ,
DZ-0002,small_airport,Gara Djebilet Airport,DZ,
DZ-0004,small_airport,Béni Abbès Airport,DZ,
DZ-0005,small_airport,Boulaadam Air Base,DZ,
DZ-0007,heliport,Zéralda Hospital Helipad,DZ,
DZ-0008,heliport,Ain Naadja Military Hospital Helipad,DZ,
DZ-0009,heliport,Algiers Great Mosque Heliport,DZ,
DZ-0010,heliport,Timiaouine Heliport,DZ,
DZ-0012,small_airport,Groupement Reggane Nord Airport,DZ,
DZ-0013,small_airport,Reggane Airport,DZ,
DZ-0014,heliport,Cherchell Military Academy Heliport,DZ,
DZ-0016,medium_airport,Amguid Regional Airport,DZ,
DZ-0017,small_airport,Menzel Lejmat Nord Airport,DZ,
DZ-0018,small_airport,El Merk Airport,DZ,
DZ-0019,small_airport,Hassi Bel Guebour Airport,DZ,
DZ-0020,small_airport,Gassi Touil Airport,DZ,
DZ-0021,small_airport,Trczina Airport,DZ,
DZ-0022,heliport,El Moustakbal Base Heliport,DZ,
DZ-0023,small_airport,El Borma Ouargla Airport,DZ,
DZ-0024,small_airport,Bir H'Med Airport,DZ,
DZ-0025,small_airport,Rhoud El Baguel Airport,DZ,
DZ-0026,small_airport,Hassi Messaoud East Airport,DZ,
DZ-0027,small_airport,Hassi Fehal Airport,DZ,
DZ-0028,small_airport,Oued Zine Airport,DZ,
DZ-0029,small_airport,Oued Zine North Airport,DZ,
DZ-0030,small_airport,Tinzaouten South Airport,DZ,
DZ-0031,heliport,Tin Zaoutine Heliport,DZ,
DZ-0032,heliport,Tawendert Heliport,DZ,
DZ-0033,heliport,Tarat Heliport,DZ,
DZ-0034,small_airport,Krechba Airport,DZ,
DZ-0035,small_airport,Tegentour Airport,DZ,
DZ-0036,small_airport,REG In Salah Airport,DZ,
DZ-0037,small_airport,REG In Salah North Airport,DZ,
DZ-0038,small_airport,Oued Zine East Airport,DZ,
DZ-0039,small_airport,Touat Oil Airport,DZ,
DZ-0040,small_airport,Ras el Miaad Airport,DZ,
DZ-0041,heliport,Serouenout Heliport,DZ,
DZ-0042,small_airport,Takhrekhuri Air Base,DZ,
DZ-0043,small_airport,Rekiule Airport,DZ,
DZ-0044,heliport,Bordj Omar Driss Heliport,DZ,
DZ-0046,small_airport,Tin Fouye Tabankort Airport,DZ,
DZ-0047,small_airport,Tin Fouye Tabankort South Airport,DZ,
DZ-0048,small_airport,Omanet Airport,DZ,
DZ-0049,small_airport,Tin Fouye Tabankort East Airport,DZ,
DZ-0050,small_airport,Stah Airport,DZ,
DZ-0051,small_airport,Tit Airport,DZ,
DZ-0052,small_airport,Zaouiet Kounta Airport,DZ,
DZ-0053,small_airport,Ouled Mahmoud Airport,DZ,
DZ-0055,small_airport,Tinzaouten North Airport,DZ,
DZ-0056,heliport,1st November University Hospital Heliport,DZ,
E07,small_airport,Tatum Airport,US,
E20,seaplane_base,Lake Berryessa Seaplane Base,US,
E32,small_airport,Lindrith Airpark,US,
E36,small_airport,Georgetown Airport,US,
E37,small_airport,Flying J Ranch Airport,US,
E40,small_airport,Wilson's Airport,US,
E53,small_airport,Engler Field,US,
E55,small_airport,Ocean Ridge Airport,US,
E58,small_airport,Bird Dog Airfield,US,
E61,seaplane_base,Conchas Lake Seaplane Base,US,
E66,heliport,Maple Grove Heliport,US,
E68,small_airport,Estrella Sailport Gliderport,US,
E70,small_airport,Seguin Airport,US,
E79,small_airport,Sierra Sky Park Airport,US,
E81,small_airport,Superior Municipal Airport,US,
E85,small_airport,Denio Junction Airport,US,
E92,small_airport,Estancia Municipal Airport,US,
E94,small_airport,Glenwood Airport,US,
EAL,small_airport,Elenak Airport,MH,EAL
EBAG,heliport,Grâce-Hollogne Agusta Heliport,BE,
EBAM,small_airport,Amougies Airfield,BE,
EBAR,small_airport,Arlon-Sterpenich Ultralight Airfield,BE,
EBAS,heliport,Gravenwezel Heliport,BE,
EBAV,small_airport,Avernas-le-Bauduin Ultralight Airfield,BE,
EBAW,medium_airport,Antwerp International Airport (Deurne),BE,ANR
EBBA,heliport,Baudour Heliport,BE,
EBBE,medium_airport,Beauvechain Air Base,BE,
EBBH,heliport,Keysers Heliport,BE,
EBBL,medium_airport,Kleine Brogel Air Base,BE,
EBBM,heliport,Michelbeke Heliport,BE,
EBBN,small_airport,Büllingen Airfield,BE,
EBBR,large_airport,Brussels Airport,BE,BRU
EBBT,small_airport,Brasschaat Airfield,BE,
EBBX,small_airport,Jehonville Air Base,BE,
EBBY,small_airport,Baisy-Thy Ultralight Airfield,BE,
EBBZ,small_airport,Buzet Aerodrome,BE,
EBCF,small_airport,Cerfontaine Airfield,BE,
EBCI,large_airport,Brussels South Charleroi Airport,BE,CRL
EBCV,medium_airport,Chièvres Air Base,BE,
EBDI,heliport,Diksmuide Heliport,BE,
EBDR,heliport,Antwerp/Commandant Fourcault Heliport,BE,
EBDT,small_airport,Schaffen Airfield,BE,
EBDZ,heliport,Deinze - De Groote,BE,
EBEA,heliport,Alma General Hospital Heliport,BE,
EBEB,heliport,Belzele Heliport,BE,
EBEH,seaplane_base,Eau d'Heure Seaplane Base,BE,
EBEN,heliport,Engels Heliport,BE,
EBEU,heliport,Antwerp University Hospital Heliport,BE,
EBFN,medium_airport,Koksijde Air Base,BE,
EBFR,heliport,Francorchamps Heliport,BE,
EBFS,medium_airport,Florennes Air Base,BE,
EBGA,heliport,UZ Leuven Hospital Heliport,BE,
EBGB,small_airport,Grimbergen Airfield,BE,
EBGE,heliport,Gervinnes Heliport,BE,
EBGG,small_airport,Overboelare Airfield,BE,
EBGT,heliport,Ghent/Industry Zone Heliport,BE,GNE
EBGU,heliport,Nevele Heliport,BE,
EBHA,heliport,Ham Heliport,BE,
EBHC,heliport,Hof Van Cleve Heliport,BE,
EBHF,heliport,Kallo - De Perel Heliport,BE,
EBHL,heliport,Halen Heliport,BE,
EBHM,heliport,Maasland Heliport,BE,
EBHN,small_airport,Hoevenen Airfield,BE,
EBHO,heliport,Holsbeek heliport,BE,
EBHS,heliport,Stevoort Heliport,BE,
EBHT,heliport,Houthalen Heliport,BE,
EBIS,small_airport,Ath/Isieres Airfield,BE,
EBJS,heliport,Ath-Ghislenghien Heliport,BE,
EBKG,heliport,Kortrijk - AZ Groeninge Helipad,BE,
EBKH,small_airport,Balen-Keiheuvel Airfield,BE,
EBKR,heliport,Kruishoutem / SONS Heliport,BE,
EBKT,medium_airport,Kortrijk-Wevelgem International Airport,BE,KJK
EBKW,heliport,Westkapelle Heliport,BE,
EBKZ,heliport,Zeno General Hospital Knokke-Heist Campus Heliport,BE,
EBLC,heliport,Citadelle Heliport,BE,
EBLD,heliport,De Vijver Heliport,BE,
EBLE,small_airport,Leopoldsburg Airfield,BE,
EBLG,medium_airport,Liège Airport,BE,LGG
EBLH,heliport,Lotenhulle Heliport,BE,
EBLJ,heliport,Janssens Heliport,BE,
EBLM,heliport,Meulebeke Heliport,BE,
EBLR,heliport,Reninge Heliport,BE,
EBLS,heliport,Sart Tilman Heliport,BE,
EBLU,heliport,Lummen Heliport,BE,
EBLY,heliport,Lymar Heliport,BE,
EBMB,small_airport,Melsbroek Air Base,BE,
EBMD,heliport,ZNA Middelheim Hospital Heliport,BE,
EBME,heliport,Meerbeek Heliport,BE,
EBMG,small_airport,Matagne-la-Petite Ultralight Airfield,BE,
EBMK,heliport,Maarkedal - Nukerke Heliport,BE,
EBML,small_airport,Maillen Ultralight Airfield,BE,
EBMM,heliport,Maasmechelen Heliport,BE,
EBMO,small_airport,Moorsele Airfield,BE,
EBMS,heliport,Bra Heliport,BE,
EBMT,heliport,Montigny-le-Tilleul Heliport,BE,
EBMW,heliport,Meise/Wolvertem Heliport,BE,
EBNB,heliport,Namur Bouge Heliport,BE,
EBNH,heliport,Oostende Heliport,BE,
EBNK,heliport,Nokere/Suys Heliport,BE,
EBNL,heliport,Nijlen Heliport,BE,
EBNM,small_airport,Namur-Suarlée Airfield,BE,
EBNR,heliport,Nuytten Heliport,BE,
EBO,small_airport,Ebon Airport,MH,EBO
EBOB,heliport,Blanden Heliport,BE,
EBOK,heliport,Brussels - Groot-Bijgaarden Heliport,BE,
EBOO,heliport,Oostdijckbank Platform Heliport,BE,
EBOS,large_airport,Ostend-Bruges International Airport,BE,OST
EBPP,heliport,Deinze - Piens Heliport,BE,
EBPV,heliport,Ninove Heliport,BE,
EBPW,heliport,Warcoing Heliport,BE,
EBRD,heliport,Roosdaal Heliport,BE,
EBRO,heliport,Van Den Bosch Heliport,BE,
EBRR,heliport,Rumbeke Heliport,BE,
EBRU,heliport,Bekkevoort Heliport,BE,
EBSG,small_airport,Saint-Ghislain Airfield,BE,
EBSH,small_airport,Saint Hubert Airfield,BE,
EBSJ,heliport,Sint-Jan General Hospital Heliport,BE,
EBSL,small_airport,Zutendaal Air Base,BE,
EBSM,small_airport,Verrebroek Private Airstrip,BE,
EBSP,small_airport,Spa-La Sauvenière Airfield,BE,
EBSS,heliport,Sint-Lucas General Hospital Heliport,BE,
EBST,small_airport,Sint-Truiden / Brustem Airfield,BE,
EBSU,small_airport,Saint Hubert Air Base,BE,
EBSW,heliport,Sint-Pieters-Leeuw Heliport,BE,
EBTK,heliport,Kasterlee Heliport,BE,
EBTN,small_airport,Goetsenhoven Airfield,BE,
EBTX,small_airport,Theux (Verviers) Airfield,BE,
EBTY,small_airport,Maubray Airfield,BE,
EBUC,heliport,UCLouvain / Saint-Luc University Clinics Heliport,BE,
EBUL,small_airport,Ursel Air Base,BE,
EBVE,heliport,Veurne Heliport,BE,
EBVN,heliport,Vlimmeren Heliport,BE,
EBVS,heliport,Sint-Augustinus Heliport,BE,
EBVU,heliport,Rotselaar Heliport,BE,
EBWA,heliport,Waasmunster Heliport,BE,
EBWE,small_airport,Weelde Air Base,BE,
EBWI,heliport,Wingene Heliport,BE,
EBWZ,heliport,Wingene/Zwevezele Heliport,BE,
EBYC,heliport,Grembergen Heliport,BE,
EBYP,heliport,Jan Yperman Regional Hospital Heliport,BE,
EBZH,small_airport,Kiewit Airfield Hasselt,BE,
EBZI,heliport,Zingem heliport,BE,
EBZO,heliport,Zandvoorde Heliport,BE,
EBZR,small_airport,Oostmalle Airfield,BE,OBL
EBZU,small_airport,Zuienkerke Sport Aviation Airfield,BE,
EBZW,small_airport,Genk Zwartberg Airfield,BE,
EC-0001,small_airport,Carabon Airport,EC,
EC-0004,small_airport,Nuevo Rocafuerte Airstrip,EC,
EC-0005,small_airport,Lorocachi Airstrip,EC,
EC-0006,small_airport,Pavacachi Airstrip,EC,
EC-0007,small_airport,Jaime Roldós Airstrip,EC,
EC-0008,small_airport,Taracoa Airstrip,EC,
EC-0009,small_airport,Yuca Life Airstrip,EC,
EC-0010,small_airport,Pacayacu Airstrip,EC,
EC-0011,small_airport,Sarayaku Airstrip,EC,
EC-0012,small_airport,Teresa Mama Airstrip,EC,
EC-0013,small_airport,Huito Molino Airstrip,EC,
EC-0014,small_airport,Macuma Airstrip,EC,
EC-0015,small_airport,Chichirata Airstrip,EC,
EC-0016,small_airport,Andoas Airstrip,EC,
EC-0017,small_airport,Patukmai Airstrip,EC,
EC-0018,small_airport,Villano Airstrip,EC,
EC-0019,small_airport,Santa Rosa 2 Airstrip,EC,
EC-0020,small_airport,Yuvientza Airstrip,EC,
EC-0021,small_airport,Ayuy Airstrip,EC,
EC-0022,small_airport,Copataza Airstrip,EC,
EC-0023,small_airport,Jimbiquiti Airstrip,EC,
EC-0024,small_airport,Sharamentza Airstrip,EC,
EC-0025,small_airport,Capauari Airstrip,EC,
EC-0026,small_airport,Achuar Airstrip,EC,
EC-0027,small_airport,Shaimi Airstrip,EC,
EC-0028,small_airport,Yaupi Airstrip,EC,
EC-0029,small_airport,Wasakentza Airstrip,EC,
EC-0030,small_airport,Wampuik Airstrip,EC,
EC-0031,small_airport,Tambo Borja Airstrip,EC,
EC-0032,small_airport,Tambo Airstrip,EC,
EC-0033,small_airport,Cononaco Bameno Airstrip,EC,
EC-0034,small_airport,Atatakuinjia Airstrip,EC,
EC-0035,small_airport,Holandesa Airport,EC,
EC-0036,small_airport,Ana María Airport,EC,
EC-0037,small_airport,La Cadena Airport,EC,
EC-0038,small_airport,El Guayabo Airport,EC,
EC-0039,small_airport,Agro Aereo Jaramillo Airport,EC,
EC-0040,small_airport,Esterito Airport,EC,
EC-0041,small_airport,Banastru Airport,EC,
EC-0042,heliport,Floreana Heliport,EC,
EC-0043,small_airport,Barbones - Samuel Quimi Airport,EC,
EC-0044,heliport,Mar y Cielo Heliport,EC,
EC-0045,small_airport,Puná Southwest Airport,EC,
EC-0047,small_airport,NIRSA Airport,EC,
EC-0048,small_airport,Playas Airport,EC,
EC-0049,small_airport,Saraguro Army Airfield,EC,
EC-0050,small_airport,Los Rebeldes Airpark,EC,
EC-0051,heliport,Los Ceibos Hospital Heliport,EC,
EC-0052,small_airport,Tambillo Airport,EC,
EC-0053,heliport,Mitad del Mundo Heliport,EC,
EC-0054,heliport,DGAC Heliport,EC,
EC-0056,small_airport,Aguayo Airport,EC,
EC-0057,small_airport,Tapatla Airstrip,EC,
EC-0059,heliport,León Becerra Hospital Heliport,EC,
EC-0060,heliport,IESS Milagro Hospital Heliport,EC,
EC-0061,small_airport,Nases Airstrip,EC,
EC-0062,small_airport,Llanchamacocha Airstrip,EC,
EC-0070,heliport,Mariscal Sucre Air Base,EC,
EC-0071,heliport,Patio 400 Heliport,EC,
EC-MZD,small_airport,Méndez Airport,EC,MZD
EDA,seaplane_base,Edna Bay Seaplane Base,US,EDA
EDAB,small_airport,Bautzen Airfield,DE,
EDAC,medium_airport,Leipzig–Altenburg Airport,DE,AOC
EDAD,small_airport,Dessau Airfield,DE,
EDAE,small_airport,Eisenhüttenstadt Airfield,DE,
EDAG,small_airport,Großrückerswalde Airfield,DE,
EDAH,medium_airport,Heringsdorf Airport,DE,HDF
EDAI,small_airport,Sonderlandeplatz Segeletz,DE,
EDAJ,small_airport,Gera-Leumnitz Airfield,DE,
EDAK,small_airport,Großenhain Airfield,DE,
EDAM,small_airport,Merseburg Airfield,DE,
EDAN,small_airport,Neustadt-Glewe Airfield,DE,
EDAO,small_airport,Nordhausen Airfield,DE,
EDAP,small_airport,Cottbus-Neuhausen Airfield,DE,
EDAQ,small_airport,Halle-Oppin Airfield,DE,
EDAR,small_airport,Pirna-Pratzschwitz Airfield,DE,
EDAS,small_airport,Finsterwalde-Heinrichsruh Airfield,DE,
EDAT,small_airport,Nardt Airfield,DE,
EDAU,small_airport,Riesa-Göhlis Airport,DE,IES
EDAV,small_airport,Eberswalde-Finow Airfield,DE,
EDAW,small_airport,Roitzschjora Airfield,DE,
EDAX,small_airport,Müritz Airpark,DE,REB
EDAY,small_airport,Strausberg Airfield,DE,
EDAZ,small_airport,Schönhagen Airfield,DE,
EDBA,small_airport,Arnstadt-Alkersleben Airfield,DE,
EDBC,small_airport,Cochstedt Airport,DE,CSO
EDBE,small_airport,Brandenburg-Mühlenfeld Airfield,DE,
EDBF,small_airport,Fehrbellin Airfield,DE,
EDBG,small_airport,Burg Airfield,DE,
EDBH,small_airport,Stralsund-Barth Airport,DE,BBH
EDBI,small_airport,Zwickau Airfield,DE,
EDBJ,small_airport,Jena-Schöngleina Airfield,DE,
EDBK,small_airport,Kyritz Airfield,DE,
EDBL,small_airport,Laucha Airfield,DE,
EDBM,small_airport,Magdeburg City Airfield,DE,
EDBN,medium_airport,Neubrandenburg Trollenhagen Airport,DE,FNB
EDBO,small_airport,Oehna Airfield,DE,
EDBP,small_airport,Pinnow Airfield,DE,
EDBQ,small_airport,Bronkow Airfield,DE,
EDBR,medium_airport,Rothenburg/Görlitz Airfield,DE,
EDBS,small_airport,Sömmerda-Dermsdorf Airfield,DE,
EDBT,small_airport,Allstedt Airfield,DE,
EDBU,small_airport,Pritzwalk-Sommersberg Airfield,DE,
EDBV,small_airport,Stralsund Airfield,DE,
EDBW,small_airport,Werneuchen Airfield,DE,
EDBX,small_airport,Görlitz Airfield,DE,
EDBY,small_airport,Schmoldow Airfield,DE,
EDBZ,small_airport,Schwarzheide/Schipkau Airfield,DE,
EDCA,small_airport,Anklam Otto Lilienthal Airfield,DE,
EDCB,small_airport,Ballenstedt Airfield,DE,
EDCE,small_airport,Müncheberg-Eggersdorf Airfield,DE,
EDCG,small_airport,Rügen Airport,DE,GTI
EDCH,small_airport,Sprossen (Zeitz) Airfield,DE,
EDCI,small_airport,Klix Airfield,DE,
EDCJ,small_airport,Chemnitz/Jahnsdorf Airfield,DE,
EDCK,small_airport,Köthen Airport,DE,KOQ
EDCL,small_airport,Klietz-Scharlibbe Airfield,DE,
EDCM,small_airport,Kamenz Airfield,DE,
EDCO,small_airport,Obermehler-Schlotheim Airfield,DE,
EDCP,small_airport,Peenemünde Airport,DE,PEF
EDCQ,small_airport,Aschersleben Airfield,DE,
EDCR,small_airport,Rerik-Zweedorf Airfield,DE,
EDCS,small_airport,Saarmund Airfield,DE,
EDCT,small_airport,Taucha Airfield,DE,
EDCU,small_airport,Güstrow Airfield,DE,
EDCV,small_airport,Pasewalk Airfield,DE,
EDCW,small_airport,Wismar Airfield,DE,
EDCX,small_airport,Purkshof Airfield,DE,
EDCY,small_airport,Spremberg-Welzow Airfield,DE,
EDDB,large_airport,Berlin Brandenburg Airport,DE,BER
EDDC,large_airport,Dresden Airport,DE,DRS
EDDE,large_airport,Erfurt-Weimar Airport,DE,ERF
EDDF,large_airport,Frankfurt Main Airport,DE,FRA
EDDG,large_airport,Münster Osnabrück Airport,DE,FMO
EDDH,large_airport,Hamburg Helmut Schmidt Airport,DE,HAM
EDDK,large_airport,Cologne Bonn Airport,DE,CGN
EDDL,large_airport,Düsseldorf Airport,DE,DUS
EDDM,large_airport,Munich Airport,DE,MUC
EDDN,large_airport,Nuremberg Airport,DE,NUE
EDDP,large_airport,Leipzig/Halle Airport,DE,LEJ
EDDR,medium_airport,Saarbrücken Airport,DE,SCN
EDDS,large_airport,Stuttgart Airport,DE,STR
EDDV,large_airport,Hannover Airport,DE,HAJ
EDDW,large_airport,Bremen Airport,DE,BRE
EDEB,small_airport,Bad Langensalza Airfield,DE,
EDEG,small_airport,Gotha-Ost Airfield,DE,
EDEH,small_airport,Herrenteich Airfield,DE,
EDEL,small_airport,Langenlonsheim Airfield,DE,
EDEM,small_airport,Mosenberg Airfeld,DE,
EDEN,small_airport,Bad Hersfeld Airfield,DE,
EDEP,small_airport,Heppenheim Glider Field,DE,
EDEQ,small_airport,Mühlhausen Airfield,DE,
EDER,small_airport,Wasserkuppe Airfield,DE,
EDEW,small_airport,Walldürn Airfield,DE,
EDFA,small_airport,Anspach-Taunus Airfield,DE,
EDFB,small_airport,Reichelsheim Airfield,DE,
EDFC,small_airport,Aschaffenburg Airfield,DE,
EDFD,small_airport,Bad Neustadt/Saale-Grasberg Airfield,DE,
EDFE,medium_airport,Frankfurt-Egelsbach Airport,DE,
EDFG,small_airport,Gelnhausen Airfield,DE,
EDFH,large_airport,Frankfurt-Hahn Airport,DE,HHN
EDFI,small_airport,Hirzenhain Airfield,DE,
EDFJ,small_airport,Lager Hammelburg Airfield,DE,
EDFK,small_airport,Bad Kissingen Airfield,DE,
EDFL,small_airport,Gießen-Lützellinden Airfield,DE,
EDFM,medium_airport,Mannheim-City Airport,DE,MHG
EDFN,small_airport,Marburg-Schönstadt Airfield,DE,
EDFO,small_airport,Michelstadt-Odenwald Airfield,DE,
EDFP,small_airport,Ober-Mörlen Airfield,DE,
EDFQ,small_airport,Allendorf-Eder Airfield,DE,
EDFR,small_airport,Rothenburg ob der Tauber Airfield,DE,
EDFS,small_airport,Schweinfurt South Airfield,DE,
EDFT,small_airport,Lauterbach Airfield,DE,
EDFU,small_airport,Mainbullau Airfield,DE,
EDFV,small_airport,Worms Airfield,DE,
EDFW,small_airport,Würzburg-Schenkenturm Airfield,DE,
EDFX,small_airport,Hockenheim Airfield,DE,
EDFY,small_airport,Limburg-Elz Airfield,DE,
EDFZ,medium_airport,Mainz-Finthen Airfield,DE,
EDGA,small_airport,Ailertchen Airfield,DE,
EDGB,small_airport,Breitscheid Airfield,DE,
EDGE,medium_airport,Eisenach-Kindel Airport,DE,EIB
EDGF,small_airport,Fulda-Jossa Airfield,DE,
EDGH,small_airport,Hettstadt Airfield,DE,
EDGI,small_airport,Ingelfingen-Bühlhof Airfield,DE,
EDGJ,small_airport,Ochsenfurt Airfield,DE,
EDGK,small_airport,Korbach Airfield,DE,
EDGL,heliport,Ludwigshafen Accident Hospital Heliport,DE,ZOE
EDGM,small_airport,Mosbach-Lohrbach Airfield,DE,
EDGO,heliport,Oedheim Heliport,DE,
EDGP,small_airport,Oppenheim Airfield,DE,
EDGQ,small_airport,Schameder Airfield,DE,
EDGR,small_airport,Gießen-Reiskirchen Airfield,DE,
EDGS,medium_airport,Siegerland Airport,DE,SGE
EDGT,small_airport,Bottenhorn Airfield,DE,
EDGU,small_airport,Unterschüpf Airfield,DE,
EDGW,small_airport,Flugplatz „Graner Berg“,DE,
EDGX,small_airport,Walldorf Airfield,DE,
EDGZ,small_airport,Weinheim/Bergstraße Airfield,DE,
EDHB,small_airport,Grube Airfield,DE,
EDHC,small_airport,Lüchow-Rehbeck Airfield,DE,
EDHD,small_airport,Eichsfeld Airfield,DE,
EDHE,small_airport,Uetersen-Heist Airfield,DE,
EDHF,small_airport,Itzehoe Hungriger Wolf Airfield,DE,IZE
EDHG,small_airport,Lüneburg Airfield,DE,
EDHI,medium_airport,Hamburg-Finkenwerder Airport,DE,XFW
EDHK,medium_airport,Kiel-Holtenau Airport,DE,KEL
EDHL,medium_airport,Lübeck Blankensee Airport,DE,LBC
EDHM,small_airport,Hartenholm Airfield,DE,
EDHN,small_airport,Neumünster Airport,DE,EUM
EDHO,small_airport,Ahrenlohe Airfield,DE,
EDHS,small_airport,Stade Airfield,DE,
EDHU,small_airport,Lauenbrück Airfield,DE,
EDHW,small_airport,Wahlstedt Airfield,DE,
EDHX,heliport,Bad Bramstedt Heliport,DE,
EDJA,large_airport,Memmingen Allgau Airport,DE,FMM
EDJG,small_airport,Grabenstätt Airfield,DE,
EDKA,small_airport,Aachen-Merzbrück Airport,DE,AAH
